sep=,
station_id,local_date,local_time,temperatuur,dauwpunt,luchtdruk_station,luchtdruk_zee,zichtbaarheid,neerslag,sneeuwdiepte,bewolking,windrichting,windsnelheid,gebeurtenissen
726710,2015-10-11,21:35:46,-0.6,-9.1,1002.2,1020.1,12.3,0.00,0.0,14.7,359,4.2,100000
602300,2015-10-11,21:35:46,15.3,5.6,1024.3,1016.4,19.7,0.06,0.0,82.8,142,8.9,010001
726700,2015-10-11,21:35:46,2.4,-8.2,988.5,1004.1,30.3,0.03,0.0,87.7,356,13.8,010000
74000,2015-10-11,21:35:46,11.8,9.8,1041.6,1025.3,15.1,0.00,0.0,62.3,141,10.0,000000
108690,2015-10-11,21:35:46,4.5,1.3,null,1019.4,1.8,0.00,0.0,91.8,320,2.3,000000
277190,2015-10-11,21:35:46,2.8,0.2,992.7,1017.1,8.7,0.21,0.0,82.9,71,10.0,010000
338370,2015-10-11,21:35:46,7.1,2.1,1018.2,1019.4,6.1,0.11,0.0,52.7,284,4.7,010000
91610,2015-10-11,21:35:46,8.1,5.4,1013.2,1014.3,11.3,0.13,0.0,54.1,124,21.3,010000
637230,2015-10-11,21:35:46,17.7,6.1,1014.7,1013.3,28.3,0.00,0.0,13.1,113,1.3,000000
386180,2015-10-11,21:35:46,9.4,-1.4,1011.8,1015.9,2.7,0.00,0.0,24.0,244,10.9,000000
133530,2015-10-11,21:35:46,6.8,3.8,995.3,1006.0,3.2,0.00,0.0,56.6,358,5.5,000000
723754,2015-10-11,21:35:46,4.1,-13.8,1020.3,1001.6,21.0,0.00,0.0,1.5,287,41.0,000000
723755,2015-10-11,21:35:46,0.4,-13.9,850.6,1018.6,22.4,0.00,0.2,76.3,331,14.6,001000
723750,2015-10-11,21:35:46,-0.9,-11.1,1016.8,1012.0,18.4,0.00,0.0,51.6,161,11.9,100000
133520,2015-10-11,21:35:46,3.6,-3.8,795.8,798.3,20.4,0.11,9.9,50.6,93,47.9,011000
571310,2015-10-11,21:35:46,3.4,-2.4,977.8,1026.7,2.2,0.00,0.0,34.0,109,10.1,000000
741350,2015-10-11,21:35:46,2.8,-7.9,906.0,1011.4,26.5,0.00,0.0,87.9,135,25.6,000000
234260,2015-10-11,21:35:46,-2.6,-5.8,1010.3,1014.0,36.5,0.05,0.2,52.7,336,15.5,111000
111900,2015-10-11,21:35:46,7.5,3.0,1009.8,1021.3,6.4,0.19,0.0,50.7,313,14.1,010000
723747,2015-10-11,21:35:46,1.6,-11.5,1002.4,978.2,26.6,0.36,0.0,50.7,270,25.6,010000
276070,2015-10-11,21:35:46,0.2,-3.2,1016.4,983.6,14.9,0.00,0.0,0.8,243,8.5,000000
727556,2015-10-11,21:35:46,6.3,3.6,1005.2,987.1,14.0,0.00,0.0,70.8,200,5.3,000000
727555,2015-10-11,21:35:46,7.7,2.8,997.2,992.7,10.4,0.00,0.0,75.3,349,8.4,000000
291490,2015-10-11,21:35:46,-4.7,-10.6,1052.5,1015.1,17.6,0.04,0.0,51.8,269,7.3,110000
387130,2015-10-11,21:35:46,1.8,-4.3,1023.4,1018.4,45.7,0.00,0.0,20.0,62,3.8,000000
688280,2015-10-11,21:35:46,11.0,7.1,997.1,1018.8,14.0,0.04,0.4,54.4,56,10.1,011000
727576,2015-10-11,21:35:46,6.4,1.2,1010.9,1016.1,18.4,0.05,0.2,88.0,44,25.2,011000
31330,2015-10-11,21:35:46,12.1,9.5,997.0,1008.6,8.2,0.00,0.0,50.9,172,1.7,000000
31340,2015-10-11,21:35:46,3.5,2.6,1009.8,1017.2,12.5,1.12,0.0,93.8,127,5.5,010000
727575,2015-10-11,21:35:46,5.4,-1.2,1001.5,1015.4,15.0,0.07,0.1,53.5,303,7.5,011000
252820,2015-10-11,21:35:46,-2.4,-6.0,1024.6,1015.3,41.3,0.00,0.0,16.1,84,54.9,100000
722788,2015-10-11,21:35:46,7.9,-12.1,977.2,999.0,29.3,0.00,0.0,51.1,125,5.7,000000
722789,2015-10-11,21:35:46,8.1,-15.9,1015.2,1008.1,19.8,0.00,0.0,57.0,128,0.2,000000
43600,2015-10-11,21:35:46,-1.6,-6.8,996.0,1002.5,51.3,0.13,0.2,51.9,255,11.2,111000
132570,2015-10-11,21:35:46,4.9,2.6,1047.8,1052.8,3.0,0.00,0.0,78.4,204,4.4,000000
26390,2015-10-11,21:35:46,4.5,1.8,981.4,1005.7,20.9,0.21,0.0,76.2,277,10.1,010000
940140,2015-10-11,21:35:46,21.4,17.2,1008.8,1006.2,37.9,0.23,0.0,51.1,237,6.5,010000
722801,2015-10-11,21:35:46,8.7,-5.3,979.5,1011.5,10.8,0.00,0.0,47.3,298,6.7,000000
710964,2015-10-11,21:35:46,-1.5,-3.9,1016.3,1013.5,13.0,0.00,0.0,72.1,64,8.1,100000
722800,2015-10-11,21:35:46,13.1,-5.1,1005.2,1011.7,23.8,0.03,0.0,55.5,16,8.2,010000
722287,2015-10-11,21:35:46,15.5,11.3,1010.7,1017.9,12.3,0.31,0.3,84.0,213,5.3,011000
722284,2015-10-11,21:35:46,13.7,12.3,1023.0,1083.5,15.2,0.00,0.0,28.0,169,11.3,000000
722285,2015-10-11,21:35:46,9.5,6.3,987.3,1001.1,20.7,0.00,0.0,26.6,90,9.7,000000
512320,2015-10-11,21:35:46,4.3,-4.4,1015.3,1022.8,31.0,0.12,0.0,50.2,287,31.3,010000
722280,2015-10-11,21:35:46,7.8,1.7,1001.6,1017.8,14.7,0.13,0.3,80.8,309,7.4,011000
167490,2015-10-11,21:35:46,17.9,10.8,1011.7,1013.0,7.2,0.22,0.0,51.7,272,17.1,010000
722291,2015-10-11,21:35:46,15.3,7.6,982.2,938.4,13.6,0.00,0.0,81.7,293,17.6,000000
167494,2015-10-11,21:35:46,17.0,10.1,1003.9,997.7,11.1,0.00,0.0,74.4,155,15.1,000000
722290,2015-10-11,21:35:46,8.8,3.8,996.0,1004.8,8.1,0.77,0.0,92.8,229,13.7,010000
25860,2015-10-11,21:35:46,5.6,1.6,1013.9,1010.0,23.3,0.21,0.0,51.5,268,24.4,010000
722906,2015-10-11,21:35:46,6.7,1.4,1015.3,1013.7,9.7,0.02,0.1,51.7,280,4.6,011000
711070,2015-10-11,21:35:46,6.1,3.0,1006.1,1016.6,18.7,0.20,0.0,96.9,350,22.2,010000
722907,2015-10-11,21:35:46,4.0,-0.2,979.5,1004.3,19.6,0.00,0.0,57.9,126,9.4,000000
711071,2015-10-11,21:35:46,5.5,5.0,1014.5,1003.9,25.1,1.17,0.0,52.5,52,57.8,010000
722908,2015-10-11,21:35:46,4.4,-5.7,1016.9,1014.3,15.0,0.01,0.0,50.4,351,6.5,010000
722909,2015-10-11,21:35:46,3.9,-3.7,1013.1,1014.0,3.9,0.00,0.0,17.3,176,12.7,000000
722910,2015-10-11,21:35:46,6.0,-2.1,1003.2,1014.7,24.5,0.05,0.0,51.3,188,6.2,010000
711060,2015-10-11,21:35:46,3.7,1.4,1024.1,1016.6,15.5,0.15,0.0,50.3,93,16.3,010000
722897,2015-10-11,21:35:46,5.6,-2.3,1008.8,1010.7,17.7,0.00,0.0,95.0,162,20.5,000000
722899,2015-10-11,21:35:46,5.6,-2.3,1000.5,1013.2,5.5,0.00,0.0,12.1,314,2.6,000000
348240,2015-10-11,21:35:46,9.0,5.2,1020.6,1018.1,8.8,0.32,0.0,70.0,154,16.2,010000
489041,2015-10-11,21:35:46,16.8,12.4,1009.2,1004.7,10.2,0.00,0.0,98.7,14,8.2,000000
524240,2015-10-11,21:35:46,0.9,-17.6,900.2,1020.9,31.3,0.00,0.0,64.5,283,9.9,000000
718270,2015-10-11,21:35:46,4.7,2.6,987.7,1010.9,17.6,0.34,0.5,85.1,268,14.1,011000
471700,2015-10-11,21:35:46,14.3,9.5,1016.7,1017.7,15.4,0.41,0.0,53.1,332,4.5,010000
383450,2015-10-11,21:35:46,2.0,-5.8,896.6,893.8,25.1,0.00,1.7,59.2,179,5.3,001000
383430,2015-10-11,21:35:46,3.9,-7.9,938.2,1022.6,15.3,0.00,0.0,22.5,113,4.9,000000
471690,2015-10-11,21:35:46,14.3,10.8,1008.6,1018.8,18.8,0.01,0.0,76.7,264,17.2,010000
749347,2015-10-11,21:35:46,7.0,-1.7,1024.3,1026.0,13.8,0.00,0.0,24.1,45,3.3,000000
749348,2015-10-11,21:35:46,3.8,-2.3,1022.9,1027.7,47.3,0.00,0.0,6.8,287,7.1,000000
118550,2015-10-11,21:35:46,7.6,4.4,1002.6,1018.9,2.7,0.14,0.0,63.2,126,3.4,010000
836980,2015-10-11,21:35:46,10.7,9.1,1016.2,1015.1,5.2,0.00,0.0,25.9,112,10.8,000000
409480,2015-10-11,21:35:46,4.2,-16.4,951.4,1001.4,7.1,0.00,0.0,55.8,76,4.1,000000
889520,2015-10-11,21:35:46,-3.3,-6.2,1001.9,995.3,37.9,0.00,0.0,43.4,173,17.4,100000
700260,2015-10-11,21:35:46,-5.2,-7.8,1010.6,1011.0,5.3,0.02,2.6,52.5,203,23.1,111000
160660,2015-10-11,21:35:46,9.5,5.8,991.8,1015.4,7.2,0.11,0.0,87.3,272,5.4,010000
594930,2015-10-11,21:35:46,9.8,2.8,1012.2,1013.4,9.5,0.10,0.0,85.2,109,10.4,010000
784570,2015-10-11,21:35:46,10.7,7.1,1013.6,1011.4,8.6,0.03,0.0,55.9,231,10.0,010000
516560,2015-10-11,21:35:46,1.9,-9.0,925.5,1021.1,28.5,0.04,0.0,65.3,195,1.0,010000
160640,2015-10-11,21:35:46,11.0,7.8,1010.5,1020.4,0.5,0.36,1.4,53.0,312,7.7,011000
857990,2015-10-11,21:35:46,10.7,6.7,1014.6,1018.0,12.7,0.27,0.2,50.6,22,36.3,011000
163620,2015-10-11,21:35:46,14.7,9.6,1011.9,1015.9,14.5,0.27,0.1,51.5,329,3.9,011000
484600,2015-10-11,21:35:46,5.8,2.2,992.3,1009.3,10.4,0.00,0.0,60.2,274,8.9,000000
484590,2015-10-11,21:35:46,15.0,5.9,1002.3,1009.8,12.9,0.49,0.0,54.2,233,4.8,010000
466990,2015-10-11,21:35:46,21.9,18.2,1012.5,1015.8,18.7,0.37,0.0,51.3,155,5.7,010000
22840,2015-10-11,21:35:46,1.3,-0.3,1029.4,1030.3,22.2,0.52,0.0,93.1,337,8.8,010000
100220,2015-10-11,21:35:46,5.5,2.3,1001.0,1000.8,12.6,0.13,0.0,52.7,312,7.2,010000
714503,2015-10-11,21:35:46,7.7,-9.7,1048.0,1021.1,24.4,0.00,0.0,84.8,318,29.5,000000
466960,2015-10-11,21:35:46,21.8,17.2,1015.3,1012.9,5.8,0.04,0.0,98.2,154,27.0,010000
484560,2015-10-11,21:35:46,8.7,5.4,1007.1,1008.6,15.2,0.51,0.0,52.0,190,11.8,010000
471064,2015-10-11,21:35:46,5.6,-0.1,1043.8,1024.1,10.0,0.00,0.0,42.4,281,9.3,000000
298130,2015-10-11,21:35:46,-0.1,-6.9,1006.5,1025.3,45.8,0.01,0.0,51.6,225,10.6,110000
624380,2015-10-11,21:35:46,15.0,3.4,997.4,1013.8,6.9,0.00,0.0,3.2,117,8.9,000000
471066,2015-10-11,21:35:46,8.8,4.3,1013.5,1015.6,7.6,0.00,0.0,36.6,294,5.0,000000
488640,2015-10-11,21:35:46,13.3,10.0,1010.1,1010.9,11.1,0.00,0.0,68.9,51,4.2,000000
33880,2015-10-11,21:35:46,6.4,3.9,1012.4,1016.5,21.7,0.09,0.0,51.0,63,24.3,010000
718630,2015-10-11,21:35:46,3.5,-1.1,948.4,1015.8,18.9,0.11,0.0,54.6,349,7.7,110000
471050,2015-10-11,21:35:46,11.3,4.7,1015.5,1019.4,27.7,0.40,0.0,73.4,68,11.0,010000
228370,2015-10-11,21:35:46,2.1,-0.3,1022.6,1011.3,30.2,0.76,0.0,50.6,225,12.5,010000
488695,2015-10-11,21:35:46,9.6,8.0,951.5,947.5,10.1,0.00,0.0,6.6,190,2.0,000000
22980,2015-10-11,21:35:46,9.7,8.2,984.9,973.9,1.7,0.00,0.0,94.6,12,7.3,000000
766013,2015-10-11,21:35:46,11.3,7.6,997.4,1006.3,16.4,0.63,0.0,68.0,63,11.4,010000
527540,2015-10-11,21:35:46,-2.6,-10.9,684.2,682.2,32.5,0.04,0.0,54.3,227,13.3,110000
406480,2015-10-11,21:35:46,14.7,-2.3,1013.4,1016.2,14.4,0.00,0.0,76.1,225,10.6,000000
714724,2015-10-11,21:35:46,0.0,-3.5,953.4,1018.1,19.4,0.00,0.0,44.4,155,20.9,000000
38040,2015-10-11,21:35:46,10.5,8.2,1020.8,1013.8,16.1,0.29,0.0,80.0,91,16.8,010000
423690,2015-10-11,21:35:46,11.3,3.1,1004.2,1010.4,5.5,0.00,0.0,34.6,320,1.1,000000
943800,2015-10-11,21:35:46,19.3,14.8,1006.1,1016.0,20.4,0.18,0.0,54.6,277,2.2,010000
714735,2015-10-11,21:35:46,3.3,-1.2,1011.6,1017.8,25.8,0.00,0.1,51.8,210,3.5,001000
597920,2015-10-11,21:35:46,26.6,22.2,1001.1,1011.0,8.2,0.01,0.0,88.0,68,30.1,010000
723400,2015-10-11,21:35:46,7.7,1.4,1014.2,1023.5,5.7,0.00,0.0,24.8,64,6.8,000000
834970,2015-10-11,21:35:46,8.2,5.9,1010.5,1016.1,6.4,0.39,0.0,51.4,160,1.4,010000
723403,2015-10-11,21:35:46,15.4,10.5,1004.5,1017.2,15.7,0.47,0.3,52.1,244,11.4,011000
477760,2015-10-11,21:35:46,16.7,15.4,1002.9,1016.0,12.5,0.00,0.0,78.2,106,14.0,000000
30610,2015-10-11,21:35:46,8.6,5.6,1001.7,1005.3,30.6,0.00,0.0,59.0,340,9.9,000000
727020,2015-10-11,21:35:46,14.2,8.4,998.2,1005.4,12.4,4.41,0.0,51.4,200,28.9,010000
477770,2015-10-11,21:35:46,4.6,6.9,1017.0,1019.5,6.5,0.10,0.0,53.7,291,14.0,010000
30620,2015-10-11,21:35:46,7.7,6.0,1014.1,1014.6,27.7,0.42,0.0,52.6,23,20.0,010000
508880,2015-10-11,21:35:46,1.4,-9.1,1017.1,1017.8,25.3,0.07,0.0,73.6,323,19.3,010000
355420,2015-10-11,21:35:46,0.1,-7.6,1016.5,1022.8,22.4,0.10,0.0,69.0,289,0.0,010000
723106,2015-10-11,21:35:46,10.6,6.4,1014.4,1013.6,12.6,0.58,0.3,51.4,16,4.0,011000
912180,2015-10-11,21:35:46,23.8,19.8,997.5,1008.9,11.2,0.56,0.0,65.9,258,6.6,010000
723109,2015-10-11,21:35:46,14.4,11.4,1026.1,1016.8,8.8,0.24,0.0,50.2,284,1.0,010000
723108,2015-10-11,21:35:46,9.6,5.6,1010.7,1015.8,13.0,0.30,0.0,57.9,226,8.3,010000
723110,2015-10-11,21:35:46,16.2,11.2,990.8,1017.9,14.3,0.23,0.2,50.7,307,9.6,011000
723115,2015-10-11,21:35:46,8.3,5.2,1020.6,1015.6,8.8,0.32,0.0,54.1,129,4.9,010000
411140,2015-10-11,21:35:46,12.0,-5.4,832.6,834.6,13.6,0.00,0.6,50.1,220,12.2,001000
723114,2015-10-11,21:35:46,14.5,10.1,1019.0,1047.2,15.0,0.00,0.0,70.0,260,7.9,000000
723117,2015-10-11,21:35:46,15.9,11.0,1005.5,1017.5,12.3,1.03,0.0,53.2,161,4.6,010000
723119,2015-10-11,21:35:46,7.7,-0.4,995.7,1016.1,22.1,0.24,0.2,73.7,47,20.4,011000
226020,2015-10-11,21:35:46,-0.4,-2.8,1005.4,1010.6,20.9,0.17,0.2,96.6,239,10.1,111000
719340,2015-10-11,21:35:46,0.1,-3.2,986.3,1011.4,24.6,0.04,1.0,69.1,329,3.8,111000
765480,2015-10-11,21:35:46,18.7,14.2,1009.8,1012.9,20.8,0.00,0.0,76.4,245,3.4,000000
719330,2015-10-11,21:35:46,0.0,-3.0,983.4,1011.7,16.7,0.03,0.1,97.8,268,11.3,111000
474830,2015-10-11,21:35:46,10.7,4.9,994.8,996.1,15.4,0.00,0.0,26.9,7,10.4,000000
104860,2015-10-11,21:35:46,6.8,3.4,1022.7,1021.4,2.5,0.04,0.0,50.6,213,13.2,010000
607600,2015-10-11,21:35:46,18.4,7.2,1003.0,1015.0,12.3,0.02,0.3,78.4,188,9.1,011000
260940,2015-10-11,21:35:46,1.9,-0.3,1002.0,1012.6,18.6,0.27,0.4,50.1,208,4.9,011000
265180,2015-10-11,21:35:46,4.5,2.3,1001.0,1015.2,3.1,0.43,0.0,66.9,119,16.1,010000
404950,2015-10-11,21:35:46,16.8,-1.1,1020.2,1011.7,11.9,0.00,0.0,6.6,124,15.3,000000
727415,2015-10-11,21:35:46,4.1,0.2,1010.8,1003.7,12.2,0.04,0.0,58.0,289,21.7,010000
476380,2015-10-11,21:35:46,11.1,6.9,1002.8,1017.5,13.2,0.40,0.0,95.4,327,1.6,010000
727410,2015-10-11,21:35:46,4.6,-1.3,961.7,1017.0,16.3,0.54,0.0,92.1,98,9.7,010000
291280,2015-10-11,21:35:46,0.6,-6.4,1012.9,1036.6,43.3,0.00,0.0,22.4,219,6.4,000000
415710,2015-10-11,21:35:46,5.8,-3.1,952.9,1013.2,6.9,0.00,0.0,68.5,156,21.1,000000
325710,2015-10-11,21:35:46,-3.1,-3.7,1043.6,1022.4,5.8,0.27,0.0,78.2,118,6.5,110000
61590,2015-10-11,21:35:46,9.0,5.5,1015.9,1020.5,20.8,0.01,0.0,50.8,28,45.2,010000
108370,2015-10-11,21:35:46,6.5,3.8,967.8,1022.3,9.6,0.11,0.3,61.4,327,1.1,011000
77530,2015-10-11,21:35:46,19.3,9.2,1040.5,1018.9,13.9,0.00,0.0,60.0,105,16.3,000000
31000,2015-10-11,21:35:46,7.1,3.7,1013.5,1012.3,37.6,0.29,0.4,50.9,287,29.7,011000
134570,2015-10-11,21:35:46,11.4,6.7,1012.3,1011.8,9.6,0.40,0.0,57.7,30,6.4,010000
724767,2015-10-11,21:35:46,0.5,-10.0,1000.5,1014.4,11.2,0.01,0.0,68.7,3,19.6,110000
340090,2015-10-11,21:35:46,3.3,0.1,1005.1,1018.6,6.7,0.12,0.0,51.5,64,15.9,010000
724760,2015-10-11,21:35:46,3.0,-12.8,873.0,1015.8,55.7,0.07,0.0,53.2,261,8.0,010000
539150,2015-10-11,21:35:46,2.5,-3.2,907.7,1021.7,22.5,0.15,0.0,67.0,256,11.9,010000
877840,2015-10-11,21:35:46,8.6,-1.4,1010.2,1012.1,29.7,0.03,0.0,69.9,37,11.0,010000
600330,2015-10-11,21:35:46,20.7,14.3,1003.5,996.0,11.4,0.00,0.0,67.8,149,16.9,000000
128510,2015-10-11,21:35:46,4.8,1.8,916.5,908.2,21.9,0.18,0.0,52.9,237,18.7,010000
570250,2015-10-11,21:35:46,5.1,-1.0,1036.0,1025.6,3.8,0.00,0.0,87.6,25,8.8,000000
724750,2015-10-11,21:35:46,1.0,-12.7,931.6,1015.2,21.9,0.10,0.0,52.9,99,25.5,010000
727687,2015-10-11,21:35:46,7.7,-5.1,1011.4,987.1,15.6,0.00,0.0,54.5,6,23.0,000000
727685,2015-10-11,21:35:46,1.7,-3.3,1005.4,1014.5,23.7,0.00,0.0,94.5,71,0.4,100000
727680,2015-10-11,21:35:46,1.2,-8.4,949.0,1016.8,27.1,0.11,0.0,60.4,111,20.2,010000
107710,2015-10-11,21:35:46,4.6,0.4,968.7,1018.6,13.9,0.16,0.0,53.3,48,7.2,010000
917840,2015-10-11,21:35:46,10.7,6.2,1054.4,1015.6,53.5,0.00,0.0,75.8,79,14.4,000000
476960,2015-10-11,21:35:46,14.6,9.7,1012.9,1017.1,8.0,0.40,0.3,50.8,35,7.4,011000
745046,2015-10-11,21:35:46,4.0,-5.8,1018.7,1013.1,15.8,0.00,0.0,81.5,129,15.6,000000
636190,2015-10-11,21:35:46,14.7,8.9,1006.1,1033.5,19.0,0.00,0.0,53.3,257,23.4,000000
620630,2015-10-11,21:35:46,14.6,9.2,1022.6,1016.7,27.2,0.00,0.0,7.7,207,17.5,000000
745048,2015-10-11,21:35:46,6.2,-7.4,1006.3,1015.7,18.3,0.00,0.0,49.7,174,13.2,000000
726155,2015-10-11,21:35:46,13.5,11.7,1009.4,1067.5,21.1,0.04,0.0,51.1,65,21.0,010000
741450,2015-10-11,21:35:46,6.1,1.1,976.5,1002.7,22.8,0.00,0.0,95.4,345,0.3,000000
477473,2015-10-11,21:35:46,16.1,10.5,995.2,984.0,15.4,0.00,0.1,50.1,261,11.7,001000
620100,2015-10-11,21:35:46,16.2,8.7,1015.1,1015.8,11.3,0.08,0.0,82.1,108,4.2,010000
726145,2015-10-11,21:35:46,5.8,1.3,1005.3,1018.4,11.1,0.08,0.6,93.1,266,8.4,011000
431980,2015-10-11,21:35:46,10.2,5.1,928.8,1010.5,4.9,0.10,0.0,70.1,78,0.1,010000
12350,2015-10-11,21:35:46,-5.9,-8.1,1003.8,1019.2,69.5,0.00,0.0,88.5,248,5.2,100000
726200,2015-10-11,21:35:46,5.2,1.5,1000.6,1024.5,15.8,3.25,0.0,52.2,51,15.0,010000
477460,2015-10-11,21:35:46,12.4,7.5,1014.6,1018.2,16.2,0.30,0.0,52.2,146,11.9,010000
726196,2015-10-11,21:35:46,13.7,9.0,1017.7,1021.5,10.9,0.09,0.0,98.7,192,6.2,010000
726766,2015-10-11,21:35:46,-1.2,-7.4,1008.2,1012.6,23.9,0.00,0.0,61.2,263,7.4,100000
151700,2015-10-11,21:35:46,2.6,1.0,953.6,931.4,6.8,0.00,0.0,90.0,142,0.9,000000
508620,2015-10-11,21:35:46,-5.1,-13.4,992.2,1012.1,30.0,0.04,0.0,50.1,323,13.8,110000
478030,2015-10-11,21:35:46,15.2,10.7,1007.9,1005.0,14.0,0.04,0.0,52.7,265,15.5,010000
368700,2015-10-11,21:35:46,0.9,-5.1,974.8,1019.2,12.4,0.15,0.3,50.1,67,0.1,011000
30370,2015-10-11,21:35:46,8.7,6.3,1016.1,1016.9,15.4,1.15,0.0,52.3,289,16.8,010000
171500,2015-10-11,21:35:46,8.1,2.5,1016.6,1016.6,4.7,0.04,0.0,51.7,102,2.9,010000
478070,2015-10-11,21:35:46,15.0,9.0,1018.0,1017.9,20.4,0.36,0.0,74.7,299,23.7,010000
12900,2015-10-11,21:35:46,5.3,3.5,975.3,995.9,13.0,0.00,0.0,26.4,31,16.1,000000
308020,2015-10-11,21:35:46,-4.6,-10.6,972.9,978.9,42.5,0.05,0.3,52.1,69,22.8,111000
725330,2015-10-11,21:35:46,5.1,0.0,991.8,1018.2,18.6,0.20,0.0,50.3,307,13.5,010000
214050,2015-10-11,21:35:46,-1.7,-6.5,1020.7,1019.4,20.9,0.00,0.0,28.5,354,13.6,100000
153380,2015-10-11,21:35:46,13.0,6.5,973.0,1010.2,24.3,0.00,0.0,82.3,117,1.3,000000
